"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","occurrence_comments","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","composition","architecture","thickness","reinforcement","genus","formation","stratgroup","member","time_bins","time_contain","time_major","time_buffer","time_overlap","primary_reference","created","modified"
"182932","occ","","","17809","Aelurocyon n. sp. brevifacies","species","43756","subjective synonym of","Megalictis simplicidens","","species","44680","Harrisonian","","24.8","20.43","Peterson","1907","2751","Chordata","Mammalia","Carnivora","Mustelidae","Megalictis","","","","","-103.800003","42.400002","","Niobrara Canyon","","","US","Nebraska","Sioux","based on political unit","1","","","gp_mid","-93.30","47.08","101","US","","Marsland","Hemingford","","bed","","PineR","15","","bottom to top","","","","","= Upper Harrison beds","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","above Harper Quarry and other basal Upper Harrison sites<br>seems to be 6 to 7 mi SW of Harrison based on rough maps<br>""includes Peterson's (1907) stratotype Upper Harrison mammal assemblage"": Hunt 1985a; Peterson's list for the Upper Harrison is therefore merged with Hunt's;<br>Yatkola 1978: Peterson's collections come from ""a few miles east of Wyoming-Nebraska state line for 4 or 5 miles along the south side of the Niobrara River""<br>status of ""Merychus medius"" is unclear as identification is  extremely tentative and is omitted from faunal list","terrestrial","","actively mobile","scansorial","","carnivore, omnivore","viviparous","","","phosphatic","","","","Megalictis","Marsland","Hemingford","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","O. A. Peterson. 1907. The Miocene Beds of Western Nebraska and Eastern Wyoming and Their Vertebrate Faunae. Annals of Carnegie Museum 4(3):21-72","2002-05-15 00:00:00","2018-10-10 23:39:27"
"182933","occ","5028","","17810","Hypsiops breviceps","species","47256","","Hypsiops breviceps","","species","52298","Harrisonian","","24.8","20.43","Alroy","2002","6294","Chordata","Mammalia","Artiodactyla","Merycoidodontidae","Hypsiops","","","","","-112.000000","46.000000","see Schultz and Falkenbach 1950: from opposite Cold Springs post office","North Boulder Valley","","","US","Montana","Jefferson","based on political unit","1","","","gp_mid","-101.64","51.30","127","US","FED","Renova","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","","phosphatic","","","","Hypsiops","Renova","","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.","2002-06-03 00:35:29","2022-10-21 14:52:06"
"182934","occ","5029","","17810","Hypsiops bannackensis","species","47254","recombined as","Submerycochoerus bannackensis","","species","52296","Harrisonian","","24.8","20.43","Alroy","2002","6294","Chordata","Mammalia","Artiodactyla","Merycoidodontidae","Submerycochoerus","","","","","-112.000000","46.000000","from ""E. side of North Boulder Valley""; also ""? P. boulderensis"" type: see Schultz and Falkenbach 1950","North Boulder Valley","","","US","Montana","Jefferson","based on political unit","1","","","gp_mid","-101.64","51.30","127","US","FED","Renova","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","","phosphatic","","","","Submerycochoerus","Renova","","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.","2002-06-03 00:35:29","2022-10-21 14:52:06"
"182935","occ","5030","","17810","Merycoides longiceps","species","48297","","Merycoides longiceps","","species","48415","Harrisonian","","24.8","20.43","Alroy","2002","6294","Chordata","Mammalia","Artiodactyla","Merycoidodontidae","Merycoides","","","","","-112.000000","46.000000","from near Cold Springs Post Office: see Schultz and Falkenbach 1954","North Boulder Valley","","","US","Montana","Jefferson","based on political unit","1","","","gp_mid","-101.64","51.30","127","US","FED","Renova","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","","phosphatic","","","","Merycoides","Renova","","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.","2002-06-03 00:35:29","2022-10-21 14:52:06"
"182939","occ","","","17811","Paraenhydrocyon josephi","species","49824","","Paraenhydrocyon josephi","","species","52163","Harrisonian","","24.8","20.43","Wang","1994","6226","Chordata","Mammalia","Carnivora","Canidae","Paraenhydrocyon","","","","","-104.500000","43.000000","N of Jeriah, Harrison Fm.","North of Jeriah (Harrison)","","","US","Wyoming","Niobrara","based on political unit","1","","N of Jeriah","gp_mid","-93.95","47.74","101","US","","","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","some genera","","","","","","","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Paraenhydrocyon","","","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","X. Wang. 1994. Phylogenetic systematics of the Hesperocyoninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 221:1-207","2002-05-15 00:00:00","2002-05-15 02:00:00"
"182940","occ","","","17811","Merychyus crabilli","species","48226","subjective synonym of","Merychyus calaminthus","","species","48224","Harrisonian","","24.8","20.43","Schultz and Falkenbach","1947","3064","Chordata","Mammalia","Artiodactyla","Merycoidodontidae","Merychyus","","","","","-104.500000","43.000000","","North of Jeriah (Harrison)","","","US","Wyoming","Niobrara","based on political unit","1","","N of Jeriah","gp_mid","-93.95","47.74","101","US","","","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","some genera","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","","phosphatic","","","","Merychyus","","","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","C. B. Schultz and C. H. Falkenbach. 1947. Merychyinae, a subfamily of oreodonts. Bulletin of the American Museum of Natural History 88(4):157-286","2002-05-15 00:00:00","2002-05-15 02:00:00"
"182941","occ","5031","","17811","Merycoides harrisonensis","species","48295","recombined as","Paramerychyus harrisonensis","","species","48231","Harrisonian","","24.8","20.43","Alroy","2002","6294","Chordata","Mammalia","Artiodactyla","Merycoidodontidae","Paramerychyus","","","","","-104.500000","43.000000","","North of Jeriah (Harrison)","","","US","Wyoming","Niobrara","based on political unit","1","","N of Jeriah","gp_mid","-93.95","47.74","101","US","","","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","some genera","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","","phosphatic","","","","Paramerychyus","","","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.","2002-06-03 00:35:29","2002-06-03 02:35:29"
"182942","occ","","","17812","Paraenhydrocyon robustus","species","49825","","Paraenhydrocyon robustus","","species","48337","Harrisonian","","24.8","20.43","Wang","1994","6226","Chordata","Mammalia","Carnivora","Canidae","Paraenhydrocyon","","","","","-104.500000","43.000000","16 mi NE of Lusk, Upper Arikaree Group","Northeast of Lusk","","","US","Wyoming","Niobrara","based on political unit","1","","","gp_mid","-93.95","47.74","101","US","","","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","some genera","","","","","","","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Paraenhydrocyon","","","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","X. Wang. 1994. Phylogenetic systematics of the Hesperocyoninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 221:1-207","2002-05-15 00:00:00","2002-05-15 02:00:00"
"182943","occ","5032","","17812","Merycochoerus carrikeri","species","48252","recombined as","Promerycochoerus carrikeri","","species","50810","Harrisonian","","24.8","20.43","Alroy","2002","6294","Chordata","Mammalia","Artiodactyla","Merycoidodontidae","Promerycochoerus","","","","","-104.500000","43.000000","","Northeast of Lusk","","","US","Wyoming","Niobrara","based on political unit","1","","","gp_mid","-93.95","47.74","101","US","","","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","some genera","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","","phosphatic","","","","Promerycochoerus","","","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.","2002-06-03 00:35:29","2002-06-03 02:35:29"
"182944","occ","","","17813","Enhydrocyon crassidens","species","46083","","Enhydrocyon crassidens","","species","46083","Harrisonian","","24.8","20.43","Wang","1994","6226","Chordata","Mammalia","Carnivora","Canidae","Enhydrocyon","","","","","-104.500000","43.000000","North Ridge locality, north of Node","North of Node","","","US","Wyoming","Niobrara","based on political unit","1","","North Ridge","gp_mid","-93.95","47.74","101","US","","","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","some genera","","","","","","","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Enhydrocyon","","","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","X. Wang. 1994. Phylogenetic systematics of the Hesperocyoninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 221:1-207","2002-05-15 00:00:00","2002-05-15 02:00:00"
"182945","occ","5033","","17813","Merycochoerus carrikeri","species","48252","recombined as","Promerycochoerus carrikeri","","species","50810","Harrisonian","","24.8","20.43","Alroy","2002","6294","Chordata","Mammalia","Artiodactyla","Merycoidodontidae","Promerycochoerus","","","","","-104.500000","43.000000","","North of Node","","","US","Wyoming","Niobrara","based on political unit","1","","North Ridge","gp_mid","-93.95","47.74","101","US","","","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","some genera","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","","phosphatic","","","","Promerycochoerus","","","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.","2002-06-03 00:35:29","2002-06-03 02:35:29"
"182946","occ","","","17813","Miotylopus leonardi","species","48768","","Miotylopus leonardi","","species","51064","Harrisonian","","24.8","20.43","Prothero","1996","2805","Chordata","Mammalia","Artiodactyla","Camelidae","Miotylopus","","","","","-104.500000","43.000000","""Harrison Formation and equivalents, near Node, Niobrara County""","North of Node","","","US","Wyoming","Niobrara","based on political unit","1","","North Ridge","gp_mid","-93.95","47.74","101","US","","","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","some genera","","","","","","","terrestrial","","actively mobile","ground dwelling","","browser, browser","viviparous","","","phosphatic","","","","Miotylopus","","","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","D. R. Prothero. 1996. Camelidae.  In D. R. Prothero and R. J. Emry (eds.), The Terrestrial Eocene-Oligocene Transition in North America","2002-05-15 00:00:00","2002-05-15 02:00:00"
"182947","occ","","","17813","Miotylopus gibbi","species","48767","","Miotylopus gibbi","","species","49561","Harrisonian","","24.8","20.43","Prothero","1996","2805","Chordata","Mammalia","Artiodactyla","Camelidae","Miotylopus","","","","","-104.500000","43.000000","""Harrison Formation and equivalent... near Node, Niobrara County""","North of Node","","","US","Wyoming","Niobrara","based on political unit","1","","North Ridge","gp_mid","-93.95","47.74","101","US","","","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","some genera","","","","","","","terrestrial","","actively mobile","ground dwelling","","browser, browser","viviparous","","","phosphatic","","","","Miotylopus","","","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","D. R. Prothero. 1996. Camelidae.  In D. R. Prothero and R. J. Emry (eds.), The Terrestrial Eocene-Oligocene Transition in North America","2002-05-15 00:00:00","2002-05-15 02:00:00"
"182948","occ","5034","","17814","Pleurolicus sellardsi","species","50491","","Pleurolicus sellardsi","","species","46721","Harrisonian","","24.8","20.43","Alroy","2002","6294","Chordata","Mammalia","Rodentia","Geomyidae","Pleurolicus","","","","","-97.699997","28.600000","","North Pettus","","United Production Company","US","Texas","Bee","based on political unit","1","","No. 32 George A. Ray Well, N of Pettus","gp_mid","-88.81","32.83","101","US","","","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","isolated specimen from a core within the Oakville and Catahoula fms.","terrestrial","","actively mobile","fossorial","","browser","viviparous","","","phosphatic","","","","Pleurolicus","","","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.","2002-06-03 00:35:29","2002-06-03 02:35:29"
"182949","occ","","","17815","Enhydrocyon crassidens","species","46083","","Enhydrocyon crassidens","","species","46083","Harrisonian","","24.8","20.43","Wang","1994","6226","Chordata","Mammalia","Carnivora","Canidae","Enhydrocyon","","","","","-104.500000","43.000000","North Ridge Highway 85, 10 mi N of Lusk","North Ridge Highway 85","","","US","Wyoming","Niobrara","based on political unit","1","","10 mi N of Lusk","gp_mid","-93.95","47.74","101","US","","","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","some genera","","","","","","","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Enhydrocyon","","","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","X. Wang. 1994. Phylogenetic systematics of the Hesperocyoninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 221:1-207","2002-05-15 00:00:00","2002-05-15 02:00:00"
"182950","occ","","","17815","Paraenhydrocyon wallovianus","species","49826","","Paraenhydrocyon wallovianus","","species","52167","Harrisonian","","24.8","20.43","Wang","1994","6226","Chordata","Mammalia","Carnivora","Canidae","Paraenhydrocyon","","","","","-104.500000","43.000000","North Ridge, 0.5 mi W of Highway 85, Harrison Fm.","North Ridge Highway 85","","","US","Wyoming","Niobrara","based on political unit","1","","10 mi N of Lusk","gp_mid","-93.95","47.74","101","US","","","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","some genera","","","","","","","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Paraenhydrocyon","","","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","X. Wang. 1994. Phylogenetic systematics of the Hesperocyoninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 221:1-207","2002-05-15 00:00:00","2002-05-15 02:00:00"
"182951","occ","","","17815","Paraenhydrocyon josephi","species","49824","","Paraenhydrocyon josephi","","species","52163","Harrisonian","","24.8","20.43","Wang","1994","6226","Chordata","Mammalia","Carnivora","Canidae","Paraenhydrocyon","","","","","-104.500000","43.000000","North Ridge, 10 mi N of Lusk","North Ridge Highway 85","","","US","Wyoming","Niobrara","based on political unit","1","","10 mi N of Lusk","gp_mid","-93.95","47.74","101","US","","","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","some genera","","","","","","","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Paraenhydrocyon","","","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","X. Wang. 1994. Phylogenetic systematics of the Hesperocyoninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 221:1-207","2002-05-15 00:00:00","2002-05-15 02:00:00"
"182952","occ","","","17815","Desmocyon thomsoni","species","45611","","Desmocyon thomsoni","","species","45465","Harrisonian","","24.8","20.43","Wang et al.","1999","3558","Chordata","Mammalia","Carnivora","Canidae","Desmocyon","","","","","-104.500000","43.000000","","North Ridge Highway 85","","","US","Wyoming","Niobrara","based on political unit","1","","10 mi N of Lusk","gp_mid","-93.95","47.74","101","US","","","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","some genera","","","","","","","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Desmocyon","","","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392","2002-05-15 00:00:00","2002-05-15 02:00:00"
"182953","occ","5035","","17815","Merycochoerus carrikeri","species","48252","recombined as","Promerycochoerus carrikeri","","species","50810","Harrisonian","","24.8","20.43","Alroy","2002","6294","Chordata","Mammalia","Artiodactyla","Merycoidodontidae","Promerycochoerus","","","","","-104.500000","43.000000","","North Ridge Highway 85","","","US","Wyoming","Niobrara","based on political unit","1","","10 mi N of Lusk","gp_mid","-93.95","47.74","101","US","","","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","some genera","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","","phosphatic","","","","Promerycochoerus","","","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.","2002-06-03 00:35:29","2002-06-03 02:35:29"
"182954","occ","5036","","17815","Merycochoerus chelydra","species","48253","recombined as","Promerycochoerus chelydra","","species","48253","Harrisonian","","24.8","20.43","Alroy","2002","6294","Chordata","Mammalia","Artiodactyla","Merycoidodontidae","Promerycochoerus","","","","","-104.500000","43.000000","","North Ridge Highway 85","","","US","Wyoming","Niobrara","based on political unit","1","","10 mi N of Lusk","gp_mid","-93.95","47.74","101","US","","","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","some genera","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","","phosphatic","","","","Promerycochoerus","","","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.","2002-06-03 00:35:29","2002-06-03 02:35:29"
"182955","occ","","","17816","Herpetotherium youngi","species","46902","","Herpetotherium youngi","","species","50145","Harrisonian","","24.8","20.43","Korth","1992","2115","Chordata","Mammalia","NO_ORDER_SPECIFIED","Herpetotheriidae","Herpetotherium","","","","","-100.800003","42.799999","","Olson Ranch","","UNSM Cr-125","US","Nebraska","Cherry","based on political unit","1","small collection","","gp_mid","-90.01","47.22","101","US","","Harrison","Arikaree","","group of beds","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","UNSM","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","","phosphatic","","","","Herpetotherium","Harrison","Arikaree","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","W. W. Korth. 1992. Fossil small mammals from the Harrison Formation (late Arikareean: earliest Miocene), Cherry County, Nebraska. Annals of Carnegie Museum 61(2):69-132","2002-05-15 00:00:00","2002-05-15 02:00:00"
"182956","occ","","","17816","Parvericius voorhiesi","species","50024","","Parvericius voorhiesi","","species","50024","Harrisonian","","24.8","20.43","Korth","1992","2115","Chordata","Mammalia","NO_ORDER_SPECIFIED","Erinaceidae","Parvericius","","","","","-100.800003","42.799999","","Olson Ranch","","UNSM Cr-125","US","Nebraska","Cherry","based on political unit","1","small collection","","gp_mid","-90.01","47.22","101","US","","Harrison","Arikaree","","group of beds","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","UNSM","","","","","","","","terrestrial","","actively mobile","semifossorial","","insectivore, carnivore","viviparous","","","phosphatic","","","","Parvericius","Harrison","Arikaree","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","W. W. Korth. 1992. Fossil small mammals from the Harrison Formation (late Arikareean: earliest Miocene), Cherry County, Nebraska. Annals of Carnegie Museum 61(2):69-132","2002-05-15 00:00:00","2002-05-15 02:00:00"
"182959","occ","","","17816","Proscalops secundus","species","50880","","Proscalops secundus","","species","50880","Harrisonian","","24.8","20.43","Korth","1992","2115","Chordata","Mammalia","NO_ORDER_SPECIFIED","Proscalopidae","Proscalops","","","","","-100.800003","42.799999","","Olson Ranch","","UNSM Cr-125","US","Nebraska","Cherry","based on political unit","1","small collection","","gp_mid","-90.01","47.22","101","US","","Harrison","Arikaree","","group of beds","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","UNSM","","","","","","","","terrestrial","","actively mobile","scansorial","","insectivore","viviparous","","","phosphatic","","","","Proscalops","Harrison","Arikaree","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","W. W. Korth. 1992. Fossil small mammals from the Harrison Formation (late Arikareean: earliest Miocene), Cherry County, Nebraska. Annals of Carnegie Museum 61(2):69-132","2002-05-15 00:00:00","2002-05-15 02:00:00"
"182962","occ","","","17816","Alwoodia harkseni","species","43953","","Alwoodia harkseni","","species","43884","Harrisonian","","24.8","20.43","Korth","1992","2115","Chordata","Mammalia","Rodentia","Allomyidae","Alwoodia","","","","","-100.800003","42.799999","","Olson Ranch","","UNSM Cr-125","US","Nebraska","Cherry","based on political unit","1","small collection","","gp_mid","-90.01","47.22","101","US","","Harrison","Arikaree","","group of beds","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","UNSM","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","","phosphatic","","","","Alwoodia","Harrison","Arikaree","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","W. W. Korth. 1992. Fossil small mammals from the Harrison Formation (late Arikareean: earliest Miocene), Cherry County, Nebraska. Annals of Carnegie Museum 61(2):69-132","2002-05-15 00:00:00","2002-05-15 02:00:00"
"182963","occ","","","17816","Parallomys americanus","species","49863","","Parallomys americanus","","species","49863","Harrisonian","","24.8","20.43","Korth","1992","2115","Chordata","Mammalia","Rodentia","Allomyidae","Parallomys","","","","","-100.800003","42.799999","","Olson Ranch","","UNSM Cr-125","US","Nebraska","Cherry","based on political unit","1","small collection","","gp_mid","-90.01","47.22","101","US","","Harrison","Arikaree","","group of beds","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","UNSM","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","","phosphatic","","","","Parallomys","Harrison","Arikaree","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","W. W. Korth. 1992. Fossil small mammals from the Harrison Formation (late Arikareean: earliest Miocene), Cherry County, Nebraska. Annals of Carnegie Museum 61(2):69-132","2002-05-15 00:00:00","2002-05-15 02:00:00"
"182964","occ","","","17816","Promylagaulus riggsi","species","50851","","Promylagaulus riggsi","","species","50851","Harrisonian","","24.8","20.43","Korth","1992","2115","Chordata","Mammalia","Rodentia","Mylagaulidae","Promylagaulus","","","","","-100.800003","42.799999","","Olson Ranch","","UNSM Cr-125","US","Nebraska","Cherry","based on political unit","1","small collection","","gp_mid","-90.01","47.22","101","US","","Harrison","Arikaree","","group of beds","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","UNSM","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","","phosphatic","","","","Promylagaulus","Harrison","Arikaree","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","W. W. Korth. 1992. Fossil small mammals from the Harrison Formation (late Arikareean: earliest Miocene), Cherry County, Nebraska. Annals of Carnegie Museum 61(2):69-132","2002-05-15 00:00:00","2002-05-15 02:00:00"
"182965","occ","","","17816","Trilaccogaulus ovatus","species","52475","","Trilaccogaulus ovatus","","species","50850","Harrisonian","","24.8","20.43","Korth","1992","2115","Chordata","Mammalia","Rodentia","Mylagaulidae","Trilaccogaulus","","","","","-100.800003","42.799999","","Olson Ranch","","UNSM Cr-125","US","Nebraska","Cherry","based on political unit","1","small collection","","gp_mid","-90.01","47.22","101","US","","Harrison","Arikaree","","group of beds","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","UNSM","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","","phosphatic","","","","Trilaccogaulus","Harrison","Arikaree","","Aquitanian","-","Aquitanian","Aquitanian, Burdigalian","Aquitanian, Burdigalian","W. W. Korth. 1992. Fossil small mammals from the Harrison Formation (late Arikareean: earliest Miocene), Cherry County, Nebraska. Annals of Carnegie Museum 61(2):69-132","2002-05-15 00:00:00","2002-05-15 02:00:00"
