"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","occurrence_comments","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","composition","architecture","thickness","reinforcement","genus","formation","stratgroup","member","time_bins","time_contain","time_major","time_buffer","time_overlap","primary_reference","created","modified"
"184551","occ","","","18086","Aphelops mutilus","species","44174","","Aphelops mutilus","","species","44174","Hemphillian","","10.3","4.9","Voorhies","1990","3510","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Aphelops","","","","","-100.500000","40.500000","presumably includes type of A. kimballensis Tanner 1967","Cambridge","","Amebelodon fricki Quarry; UNSM Ft-40","US","Nebraska","Frontier","based on political unit","1","","Keith's Farm, near Freedom","gp_mid","-97.22","42.35","101","US","","Ash Hollow","Ogallala","","","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","NOT clearly superposed above or below any other locality, contrary to Tedford et al. 1987 Fig. 6.2\r\nFlorida school equid i.d.s are retained because Voorhies' nomenclature differs for philosophical reasons only","terrestrial","","actively mobile","ground dwelling","","browser","viviparous","","","phosphatic","","","","Aphelops","Ash Hollow","Ogallala","","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","M. R. Voorhies. 1990. Vertebrate biostratigraphy of the Ogallala Group in Nebraska.  In T. C. Gustavson (ed.), Geologic Framework and Regional Hydrology: Upper Cenozoic Blackwater Draw and Ogallala Formations, Great Plains","2002-05-15 00:00:00","2018-10-09 13:50:12"
"184552","occ","","","18086","Teleoceras n. sp. schultzi","species","52122","subjective synonym of","Teleoceras hicksi","","species","52113","Hemphillian","","10.3","4.9","Voorhies","1990","3510","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Teleoceras","","","","","-100.500000","40.500000","","Cambridge","","Amebelodon fricki Quarry; UNSM Ft-40","US","Nebraska","Frontier","based on political unit","1","","Keith's Farm, near Freedom","gp_mid","-97.22","42.35","101","US","","Ash Hollow","Ogallala","","","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","NOT clearly superposed above or below any other locality, contrary to Tedford et al. 1987 Fig. 6.2\r\nFlorida school equid i.d.s are retained because Voorhies' nomenclature differs for philosophical reasons only","terrestrial","","actively mobile","amphibious","","grazer","viviparous","","","phosphatic","","","","Teleoceras","Ash Hollow","Ogallala","","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","M. R. Voorhies. 1990. Vertebrate biostratigraphy of the Ogallala Group in Nebraska.  In T. C. Gustavson (ed.), Geologic Framework and Regional Hydrology: Upper Cenozoic Blackwater Draw and Ogallala Formations, Great Plains","2002-05-15 00:00:00","2019-03-22 16:09:48"
"184553","occ","","","18086","Prosthennops serus","species","50914","","Prosthennops serus","","species","45688","Hemphillian","","10.3","4.9","Voorhies","1990","3510","Chordata","Mammalia","Artiodactyla","Tayassuidae","Prosthennops","","","","","-100.500000","40.500000","includes type of ""P. graffhami"" of Schultz and Martin 1975a","Cambridge","","Amebelodon fricki Quarry; UNSM Ft-40","US","Nebraska","Frontier","based on political unit","1","","Keith's Farm, near Freedom","gp_mid","-97.22","42.35","101","US","","Ash Hollow","Ogallala","","","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","NOT clearly superposed above or below any other locality, contrary to Tedford et al. 1987 Fig. 6.2\r\nFlorida school equid i.d.s are retained because Voorhies' nomenclature differs for philosophical reasons only","terrestrial","","actively mobile","ground dwelling","","herbivore, omnivore","viviparous","","","phosphatic","","","","Prosthennops","Ash Hollow","Ogallala","","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","M. R. Voorhies. 1990. Vertebrate biostratigraphy of the Ogallala Group in Nebraska.  In T. C. Gustavson (ed.), Geologic Framework and Regional Hydrology: Upper Cenozoic Blackwater Draw and Ogallala Formations, Great Plains","2002-05-15 00:00:00","2018-10-09 13:50:12"
"184554","occ","24736","","18086","Pseudoceras skinneri","species","51163","","Pseudoceras skinneri","","species","51163","Hemphillian","","10.3","4.9","Webb","2008","36064","Chordata","Mammalia","Artiodactyla","Gelocidae","Pseudoceras","","","","","-100.500000","40.500000","","Cambridge","","Amebelodon fricki Quarry; UNSM Ft-40","US","Nebraska","Frontier","based on political unit","1","","Keith's Farm, near Freedom","gp_mid","-97.22","42.35","101","US","","Ash Hollow","Ogallala","","","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","NOT clearly superposed above or below any other locality, contrary to Tedford et al. 1987 Fig. 6.2\r\nFlorida school equid i.d.s are retained because Voorhies' nomenclature differs for philosophical reasons only","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","","phosphatic","","","","Pseudoceras","Ash Hollow","Ogallala","","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","S. D. Webb. 2008. Revision of the extinct Pseudoceratinae (Artiodactyla: Ruminantia: Gelocidae). Bulletin of the Florida Museum of Natural History 48(2):17-58","2011-05-10 11:56:46","2011-05-09 20:56:46"
"184555","occ","","","18086","Pediomeryx figginsi","species","50057","recombined as","Yumaceras figginsi","","species","52734","Hemphillian","","10.3","4.9","Voorhies","1990","3510","Chordata","Mammalia","Artiodactyla","Palaeomerycidae","Yumaceras","","","","","-100.500000","40.500000","","Cambridge","","Amebelodon fricki Quarry; UNSM Ft-40","US","Nebraska","Frontier","based on political unit","1","","Keith's Farm, near Freedom","gp_mid","-97.22","42.35","101","US","","Ash Hollow","Ogallala","","","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","NOT clearly superposed above or below any other locality, contrary to Tedford et al. 1987 Fig. 6.2\r\nFlorida school equid i.d.s are retained because Voorhies' nomenclature differs for philosophical reasons only","terrestrial","","actively mobile","ground dwelling","","browser","viviparous","","","phosphatic","","","","Yumaceras","Ash Hollow","Ogallala","","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","M. R. Voorhies. 1990. Vertebrate biostratigraphy of the Ogallala Group in Nebraska.  In T. C. Gustavson (ed.), Geologic Framework and Regional Hydrology: Upper Cenozoic Blackwater Draw and Ogallala Formations, Great Plains","2002-05-15 00:00:00","2018-10-09 13:50:12"
"184559","occ","","","18086","Sphenophalos middleswarti","species","51743","","Sphenophalos middleswarti","","species","51743","Hemphillian","","10.3","4.9","Tedford et al.","1987","6198","Chordata","Mammalia","Artiodactyla","Antilocapridae","Sphenophalos","","","","","-100.500000","40.500000","","Cambridge","","Amebelodon fricki Quarry; UNSM Ft-40","US","Nebraska","Frontier","based on political unit","1","","Keith's Farm, near Freedom","gp_mid","-97.22","42.35","101","US","","Ash Hollow","Ogallala","","","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","NOT clearly superposed above or below any other locality, contrary to Tedford et al. 1987 Fig. 6.2\r\nFlorida school equid i.d.s are retained because Voorhies' nomenclature differs for philosophical reasons only","terrestrial","","actively mobile","ground dwelling","","browser, grazer","viviparous","","","phosphatic","","","","Sphenophalos","Ash Hollow","Ogallala","","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","R. H. Tedford, T. Galusha, and M. F. Skinner, B. E. Taylor, R. W. Fields, J. R. Macdonald, J. M. Rensberger, S. D. Webb, D. P. Whistler. 1987. Faunal succession and biochronology of the Arikareean through Hemphillian interval (late Oligocene through earliest Pliocene epochs) in North America.  In M. O. Woodburne (ed.), Cenozoic Mammals of North America: Geochronology and Biostratigraphy. New York: Columbia University Press.","2002-05-15 00:00:00","2018-10-09 13:50:12"
"184560","occ","","","18086","Texoceros guymonensis","species","52233","","Texoceros guymonensis","","species","52233","Hemphillian","","10.3","4.9","Tedford et al.","1987","6198","Chordata","Mammalia","Artiodactyla","Antilocapridae","Texoceros","","","","","-100.500000","40.500000","","Cambridge","","Amebelodon fricki Quarry; UNSM Ft-40","US","Nebraska","Frontier","based on political unit","1","","Keith's Farm, near Freedom","gp_mid","-97.22","42.35","101","US","","Ash Hollow","Ogallala","","","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","NOT clearly superposed above or below any other locality, contrary to Tedford et al. 1987 Fig. 6.2\r\nFlorida school equid i.d.s are retained because Voorhies' nomenclature differs for philosophical reasons only","terrestrial","","actively mobile","","","browser","viviparous","","","phosphatic","","","","Texoceros","Ash Hollow","Ogallala","","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","R. H. Tedford, T. Galusha, and M. F. Skinner, B. E. Taylor, R. W. Fields, J. R. Macdonald, J. M. Rensberger, S. D. Webb, D. P. Whistler. 1987. Faunal succession and biochronology of the Arikareean through Hemphillian interval (late Oligocene through earliest Pliocene epochs) in North America.  In M. O. Woodburne (ed.), Cenozoic Mammals of North America: Geochronology and Biostratigraphy. New York: Columbia University Press.","2002-05-15 00:00:00","2018-10-09 13:50:12"
"184561","occ","","","18087","Aelurodon taxoides","species","43778","","Aelurodon taxoides","","species","43778","Clarendonian","Hemphillian","13.6","4.9","Wang et al.","1999","3558","Chordata","Mammalia","Carnivora","Canidae","Aelurodon","","","","","-100.699997","43.200001","also ""Spring Creek""; ""talus of slide on Little White River""","Canyon of Little White River","","","US","South Dakota","Todd","based on political unit","1","","","gp_mid","-96.84","45.28","101","US","","Ash Hollow","Ogallala","","","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","some genera","","","","","","possibly the same as Big Spring Canyon, which is a tributary of the Little White River; or of Rosebud Agency","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Aelurodon","Ash Hollow","Ogallala","","Tortonian","-","Tortonian","Tortonian","Serravallian, Tortonian, Messinian","X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392","2002-05-15 00:00:00","2002-05-15 02:00:00"
"184562","occ","","","18087","Paratomarctus euthos","species","49957","","Paratomarctus euthos","","species","45458","Clarendonian","Hemphillian","13.6","4.9","Wang et al.","1999","3558","Chordata","Mammalia","Carnivora","Canidae","Paratomarctus","","","","","-100.699997","43.200001","","Canyon of Little White River","","","US","South Dakota","Todd","based on political unit","1","","","gp_mid","-96.84","45.28","101","US","","Ash Hollow","Ogallala","","","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","some genera","","","","","","possibly the same as Big Spring Canyon, which is a tributary of the Little White River; or of Rosebud Agency","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Paratomarctus","Ash Hollow","Ogallala","","Tortonian","-","Tortonian","Tortonian","Serravallian, Tortonian, Messinian","X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392","2002-05-15 00:00:00","2002-05-15 02:00:00"
"184563","occ","","","18087","Epicyon saevus","species","46210","","Epicyon saevus","","species","44881","Clarendonian","Hemphillian","13.6","4.9","Wang et al.","1999","3558","Chordata","Mammalia","Carnivora","Canidae","Epicyon","","","","","-100.699997","43.200001","","Canyon of Little White River","","","US","South Dakota","Todd","based on political unit","1","","","gp_mid","-96.84","45.28","101","US","","Ash Hollow","Ogallala","","","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","some genera","","","","","","possibly the same as Big Spring Canyon, which is a tributary of the Little White River; or of Rosebud Agency","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Epicyon","Ash Hollow","Ogallala","","Tortonian","-","Tortonian","Tortonian","Serravallian, Tortonian, Messinian","X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392","2002-05-15 00:00:00","2002-05-15 02:00:00"
"184564","occ","","","18087","Cosoryx furcatus","species","45321","","Cosoryx furcatus","","species","45321","Clarendonian","Hemphillian","13.6","4.9","Frick","1937","6222","Chordata","Mammalia","Artiodactyla","Antilocapridae","Cosoryx","","","","","-100.699997","43.200001","""Little White River, South Dakota, 1903""","Canyon of Little White River","","","US","South Dakota","Todd","based on political unit","1","","","gp_mid","-96.84","45.28","101","US","","Ash Hollow","Ogallala","","","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","some genera","","","","","","possibly the same as Big Spring Canyon, which is a tributary of the Little White River; or of Rosebud Agency","terrestrial","","actively mobile","","","grazer","viviparous","","","phosphatic","","","","Cosoryx","Ash Hollow","Ogallala","","Tortonian","-","Tortonian","Tortonian","Serravallian, Tortonian, Messinian","C. Frick. 1937. Horned ruminants of North America. Bulletin of the American Museum of Natural History 69:1-669","2002-05-15 00:00:00","2002-05-15 02:00:00"
"184571","occ","","","18088","Neohipparion leptode","species","49043","","Neohipparion leptode","","species","49043","Hemphillian","","10.3","4.9","Schultz","1990","6208","Chordata","Mammalia","Perissodactyla","Equidae","Neohipparion","","","","","-99.800003","36.099998","","Capps/George Neu/Pratt Pitts","","","US","Oklahoma","Ellis","based on political unit","1","","","gp_mid","-96.71","37.93","101","US","","","","","","","Hemph","2","","bottom to top","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","from ""low in the local Ogallala section"" and ""apparently"" older than Arnett; Tedford et al. 1987 strongly imply that there are more specific stratigraphic data to support this claim","terrestrial","","actively mobile","","","grazer","viviparous","","","phosphatic","","","","Neohipparion","","","","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","G. E. Schultz. 1990. Stop 15: Early Hemphillian faunas of the Texas and Oklahoma panhandles.  In T. C. Gustavson (ed.), Tertiary and Quaternary stratigraphy and vertebrate paleontology of parts of northwestern Texas and eastern New Mexico; Guidebook - Bureau of Economic Geology, University of Texas at Austin","2002-05-15 00:00:00","2002-05-15 02:00:00"
"184613","occ","","","18092","Ischyrocyon gidleyi","species","47372","","Ischyrocyon gidleyi","","species","45772","Clarendonian","","13.6","10.3","Voorhies","1990","3510","Chordata","Mammalia","Carnivora","Amphicyonidae","Ischyrocyon","","","","","-98.000000","42.599998","","Chokecherry Quarry","","UNSM Kx-106","US","Nebraska","Knox","based on political unit","1","small collection","","gp_mid","-92.66","45.17","101","US","","Ash Hollow","","Cap Rock","","","ValAH","5","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","UNSM","","","","","","","","terrestrial","","actively mobile","ground dwelling","","carnivore","viviparous","","","phosphatic","","","","Ischyrocyon","Ash Hollow","","Cap Rock","Serravallian","-","Serravallian","Serravallian, Tortonian","Serravallian, Tortonian","M. R. Voorhies. 1990. Vertebrate biostratigraphy of the Ogallala Group in Nebraska.  In T. C. Gustavson (ed.), Geologic Framework and Regional Hydrology: Upper Cenozoic Blackwater Draw and Ogallala Formations, Great Plains","2002-05-15 00:00:00","2002-05-15 02:00:00"
"184614","occ","","","18092","Aelurodon taxoides","species","43778","","Aelurodon taxoides","","species","43778","Clarendonian","","13.6","10.3","Voorhies","1990","3510","Chordata","Mammalia","Carnivora","Canidae","Aelurodon","","","","","-98.000000","42.599998","","Chokecherry Quarry","","UNSM Kx-106","US","Nebraska","Knox","based on political unit","1","small collection","","gp_mid","-92.66","45.17","101","US","","Ash Hollow","","Cap Rock","","","ValAH","5","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","UNSM","","","","","","","","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Aelurodon","Ash Hollow","","Cap Rock","Serravallian","-","Serravallian","Serravallian, Tortonian","Serravallian, Tortonian","M. R. Voorhies. 1990. Vertebrate biostratigraphy of the Ogallala Group in Nebraska.  In T. C. Gustavson (ed.), Geologic Framework and Regional Hydrology: Upper Cenozoic Blackwater Draw and Ogallala Formations, Great Plains","2002-05-15 00:00:00","2002-05-15 02:00:00"
"184617","occ","","","18092","Pliohippus pernix","species","50550","","Pliohippus pernix","","species","50550","Clarendonian","","13.6","10.3","Voorhies","1990","3510","Chordata","Mammalia","Perissodactyla","Equidae","Pliohippus","","","","","-98.000000","42.599998","","Chokecherry Quarry","","UNSM Kx-106","US","Nebraska","Knox","based on political unit","1","small collection","","gp_mid","-92.66","45.17","101","US","","Ash Hollow","","Cap Rock","","","ValAH","5","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","UNSM","","","","","","","","terrestrial","","actively mobile","","","browser","viviparous","","","phosphatic","","","","Pliohippus","Ash Hollow","","Cap Rock","Serravallian","-","Serravallian","Serravallian, Tortonian","Serravallian, Tortonian","M. R. Voorhies. 1990. Vertebrate biostratigraphy of the Ogallala Group in Nebraska.  In T. C. Gustavson (ed.), Geologic Framework and Regional Hydrology: Upper Cenozoic Blackwater Draw and Ogallala Formations, Great Plains","2002-05-15 00:00:00","2002-05-15 02:00:00"
"184618","occ","5496","","18092","Calippus martini","species","44774","","Calippus martini","","species","44774","Clarendonian","","13.6","10.3","Alroy","2002","6294","Chordata","Mammalia","Perissodactyla","Equidae","Calippus","","","","","-98.000000","42.599998","","Chokecherry Quarry","","UNSM Kx-106","US","Nebraska","Knox","based on political unit","1","small collection","","gp_mid","-92.66","45.17","101","US","","Ash Hollow","","Cap Rock","","","ValAH","5","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","UNSM","","","","","","","","terrestrial","","actively mobile","","","grazer","viviparous","","","phosphatic","","","","Calippus","Ash Hollow","","Cap Rock","Serravallian","-","Serravallian","Serravallian, Tortonian","Serravallian, Tortonian","J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.","2002-06-03 00:35:30","2002-06-03 02:35:30"
"184620","occ","","","18092","Pseudhipparion gratum","species","51151","","Pseudhipparion gratum","","species","46986","Clarendonian","","13.6","10.3","Voorhies","1990","3510","Chordata","Mammalia","Perissodactyla","Equidae","Pseudhipparion","","","","","-98.000000","42.599998","","Chokecherry Quarry","","UNSM Kx-106","US","Nebraska","Knox","based on political unit","1","small collection","","gp_mid","-92.66","45.17","101","US","","Ash Hollow","","Cap Rock","","","ValAH","5","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","UNSM","","","","","","","","terrestrial","","actively mobile","","","grazer","viviparous","","","phosphatic","","","","Pseudhipparion","Ash Hollow","","Cap Rock","Serravallian","-","Serravallian","Serravallian, Tortonian","Serravallian, Tortonian","M. R. Voorhies. 1990. Vertebrate biostratigraphy of the Ogallala Group in Nebraska.  In T. C. Gustavson (ed.), Geologic Framework and Regional Hydrology: Upper Cenozoic Blackwater Draw and Ogallala Formations, Great Plains","2002-05-15 00:00:00","2002-05-15 02:00:00"
"184622","occ","","","18092","Teleoceras major","species","52114","","Teleoceras major","","species","52114","Clarendonian","","13.6","10.3","Voorhies","1990","3510","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Teleoceras","","","","","-98.000000","42.599998","","Chokecherry Quarry","","UNSM Kx-106","US","Nebraska","Knox","based on political unit","1","small collection","","gp_mid","-92.66","45.17","101","US","","Ash Hollow","","Cap Rock","","","ValAH","5","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","UNSM","","","","","","","","terrestrial","","actively mobile","amphibious","","grazer","viviparous","","","phosphatic","","","","Teleoceras","Ash Hollow","","Cap Rock","Serravallian","-","Serravallian","Serravallian, Tortonian","Serravallian, Tortonian","M. R. Voorhies. 1990. Vertebrate biostratigraphy of the Ogallala Group in Nebraska.  In T. C. Gustavson (ed.), Geologic Framework and Regional Hydrology: Upper Cenozoic Blackwater Draw and Ogallala Formations, Great Plains","2002-05-15 00:00:00","2002-05-15 02:00:00"
"184623","occ","","","18092","Prosthennops niobrarensis","species","50911","recombined as","Colbertchoerus niobrarensis","","species","50911","Clarendonian","","13.6","10.3","Voorhies","1990","3510","Chordata","Mammalia","Artiodactyla","Tayassuidae","Colbertchoerus","","","","","-98.000000","42.599998","","Chokecherry Quarry","","UNSM Kx-106","US","Nebraska","Knox","based on political unit","1","small collection","","gp_mid","-92.66","45.17","101","US","","Ash Hollow","","Cap Rock","","","ValAH","5","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","UNSM","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore, omnivore","viviparous","","","phosphatic","","","","Colbertchoerus","Ash Hollow","","Cap Rock","Serravallian","-","Serravallian","Serravallian, Tortonian","Serravallian, Tortonian","M. R. Voorhies. 1990. Vertebrate biostratigraphy of the Ogallala Group in Nebraska.  In T. C. Gustavson (ed.), Geologic Framework and Regional Hydrology: Upper Cenozoic Blackwater Draw and Ogallala Formations, Great Plains","2002-05-15 00:00:00","2002-05-15 02:00:00"
"184624","occ","5499","","18092","Merychyus novomexicanus","species","48237","recombined as","Ustatochoerus medius novomexicanus","","subspecies","48474","Clarendonian","","13.6","10.3","Alroy","2002","6294","Chordata","Mammalia","Artiodactyla","Merycoidodontidae","Ustatochoerus","","","","","-98.000000","42.599998","","Chokecherry Quarry","","UNSM Kx-106","US","Nebraska","Knox","based on political unit","1","small collection","","gp_mid","-92.66","45.17","101","US","","Ash Hollow","","Cap Rock","","","ValAH","5","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","UNSM","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","","phosphatic","","","","Ustatochoerus","Ash Hollow","","Cap Rock","Serravallian","-","Serravallian","Serravallian, Tortonian","Serravallian, Tortonian","J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.","2002-06-03 00:35:30","2002-06-03 02:35:30"
"184625","occ","","","18092","Procamelus grandis","species","50695","","Procamelus grandis","","species","50695","Clarendonian","","13.6","10.3","Voorhies","1990","3510","Chordata","Mammalia","Artiodactyla","Camelidae","Procamelus","","","","","-98.000000","42.599998","","Chokecherry Quarry","","UNSM Kx-106","US","Nebraska","Knox","based on political unit","1","small collection","","gp_mid","-92.66","45.17","101","US","","Ash Hollow","","Cap Rock","","","ValAH","5","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","UNSM","","","","","","","","terrestrial","","actively mobile","","","browser","viviparous","","","phosphatic","","","","Procamelus","Ash Hollow","","Cap Rock","Serravallian","-","Serravallian","Serravallian, Tortonian","Serravallian, Tortonian","M. R. Voorhies. 1990. Vertebrate biostratigraphy of the Ogallala Group in Nebraska.  In T. C. Gustavson (ed.), Geologic Framework and Regional Hydrology: Upper Cenozoic Blackwater Draw and Ogallala Formations, Great Plains","2002-05-15 00:00:00","2002-05-15 02:00:00"
"184626","occ","","","18092","Longirostromeryx wellsi","species","47750","","Longirostromeryx wellsi","","species","44570","Clarendonian","","13.6","10.3","Voorhies","1990","3510","Chordata","Mammalia","Artiodactyla","Moschidae","Longirostromeryx","","","","","-98.000000","42.599998","","Chokecherry Quarry","","UNSM Kx-106","US","Nebraska","Knox","based on political unit","1","small collection","","gp_mid","-92.66","45.17","101","US","","Ash Hollow","","Cap Rock","","","ValAH","5","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","UNSM","","","","","","","","terrestrial","","actively mobile","ground dwelling","","browser, grazer","viviparous","","","phosphatic","","","","Longirostromeryx","Ash Hollow","","Cap Rock","Serravallian","-","Serravallian","Serravallian, Tortonian","Serravallian, Tortonian","M. R. Voorhies. 1990. Vertebrate biostratigraphy of the Ogallala Group in Nebraska.  In T. C. Gustavson (ed.), Geologic Framework and Regional Hydrology: Upper Cenozoic Blackwater Draw and Ogallala Formations, Great Plains","2002-05-15 00:00:00","2002-05-15 02:00:00"
"184628","occ","","","18093","Borophagus hilli","species","44596","","Borophagus hilli","","species","49475","Late Hemphillian","","10.3","4.9","Wang et al.","1999","3558","Chordata","Mammalia","Carnivora","Canidae","Borophagus","","","","","-101.300003","35.000000","Christian Place Quarry; ""B. sp."" Richey 1979; ""Osteoborus sp.""","Christian Ranch","","UCMP V-5328; Christian Place Quarry","US","Texas","Armstrong","based on political unit","1","","Horseshoe Canyon, SW of Claude","gp_mid","-98.30","36.88","101","US","","","","","","","Clare","4","","bottom to top","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","Richey 1979 is uncertain that F:AM Christian Place and UCMP Christian Ranch are exactly the same locality, but Schultz implies that they are","terrestrial","","actively mobile","","","carnivore","viviparous","","","phosphatic","","","","Borophagus","","","","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392","2002-05-15 00:00:00","2002-05-15 02:00:00"
